age,gender,job_type,daily_social_media_time,social_platform_preference,number_of_notifications,work_hours_per_day,perceived_productivity_score,actual_productivity_score,stress_level,sleep_hours,screen_time_before_sleep,uses_focus_apps,has_digital_wellbeing_enabled,days_feeling_burnout_per_month,weekly_offline_hours,job_satisfaction_score
37,Male,Unemployed,3.39141781117192,Instagram,62,6.824065914,250.66,133.23,400.0,8.320108113,1.413238416,False,True,900.0,6.028733064,495.24413818722115
50,Male,Unemployed,5.479368989,Instagram,60,6.046385144,235.2,235.11,900.0,6.107463326,0.254640809,True,False,2300.0,8.714639703,238.77
42,Male,IT,1.028951454,Telegram,57,7.509102666,537.99,473.7,800.0,9.576999321,0.033812242,False,False,2500.0,11.25698883,371.95
36,Female,Finance,4.296606408,Twitter,56,6.296633974,818.58,738.49,700.0,6.394709602,1.1021931292763854,False,True,1900.0,16.18219697,639.26
41,Female,Finance,4.703387693,Instagram,61,7.108803677,534.54,456.53,300.0,5.436701669,2.100797735,False,False,1604.3579766536966,15.06609649,252.2
18,Male,Education,5.768747064,Telegram,51,4.832786645,480.94,473.5,300.0,5.251054569,0.61735687,False,False,2400.0,4.486762064,480.24
64,Male,IT,3.39141781117192,Instagram,43,5.900097214,765.47,641.1,900.0,5.641173924,1.031535888,False,False,600.0,19.33561244,624.39
60,Male,Finance,6.18238935,Facebook,63,10.01047355,809.45,737.75,600.0,6.048768401,1.29194891,False,False,2200.0,12.54996845,713.58
56,Male,Education,2.540477119,Facebook,70,7.083769093,278.25,248.64,100.0,4.847810293,0.252367347,False,True,900.0,25.26918135,253.18
61,Male,Unemployed,4.866500771,Instagram,45,7.826837479,401.05,212.53,100.0,8.936267202,0.547544603,True,False,1604.3579766536966,3.45644107,418.21
56,Female,IT,0.492325866,Instagram,53,7.484943112,868.76,728.99,1000.0,8.424111521,1.456513762,False,False,200.0,10.8161308,823.93
58,Female,Education,0.178096141,Facebook,60,3.856330072,290.59,258.39,1000.0,7.419525515,1.86693069,False,False,2800.0,11.516469934053918,307.79
28,Female,IT,3.904230248,TikTok,64,7.141979813,567.17,464.63,800.0,7.30450036,0.863748605,True,True,2300.0,7.750499822,508.66
29,Female,Health,1.360010528,Twitter,68,7.626041662,520.71,478.46,400.0,7.933274778,1.456913624,False,False,100.0,5.656410584,523.86
35,Female,Unemployed,6.895428112,Twitter,72,8.032111092,617.39,545.54,800.0,5.593575179,1.256969426,False,False,1600.0,0.729195939,463.85
65,Male,Unemployed,4.757139912,Facebook,66,8.944988983,396.36,402.25,300.0,5.673049353,1.131814617,False,True,1400.0,5.863587863,368.66
28,Female,Unemployed,3.942236329,Instagram,58,6.227040251,870.17,822.43,400.0,6.571467981,1.042496928,False,False,900.0,10.75907583,773.28
45,Male,Education,0.586771831,Telegram,51,7.826140233,279.33,207.52,500.0,5.407013342,1.638330726,False,True,1100.0,11.516469934053918,180.39
62,Male,Health,0.115976579,Instagram,61,5.069368058,543.87,410.1,800.0,5.266759667,1.913967746,False,True,1700.0,11.516469934053918,482.26
65,Female,Finance,4.189618395,Facebook,69,6.498971748,630.66,634.12,500.0,6.542936177,0.649083692,True,True,1000.0,15.01164316,549.03
60,Male,Health,7.154929871,Instagram,59,4.264692375,344.46,200.04,800.0,6.878644417,0.978232737,True,False,2300.0,27.90289395,160.49
53,Female,Finance,4.75395005,Facebook,65,5.382994874,246.18,319.08,800.0,7.796400587,1.228528233,False,False,700.0,2.692130673,211.39
48,Female,Finance,4.36597862,Facebook,51,8.196760665,869.48,788.34,800.0,5.383922223,0.442539735,False,True,2400.0,15.40331074,829.45
23,Male,Finance,2.478003397,Instagram,54,6.950827849,293.81,235.63,500.0,4.152421919,1.156895483,True,False,1604.3579766536966,3.169233492,169.66
47,Male,Health,3.39141781117192,Facebook,39,5.261134318,316.61,196.3,500.0,7.313043349,0.765524324,False,False,2000.0,3.38459032,322.31
25,Male,Finance,1.530141349,Twitter,60,2.723884828,231.32,227.59,300.0,7.882267029,1.734954101,False,True,3100.0,5.569066081,202.68
59,Female,IT,2.328457715,TikTok,57,6.542952542,499.42,377.49,1000.0,4.769612801,0.950463783,True,False,2300.0,7.453493603,367.17
34,Male,IT,3.004901927,TikTok,56,6.42613272,565.89,487.51,1000.0,8.199554984,0.238674354,False,False,200.0,12.61046114,612.39
41,Female,Unemployed,0.550476226,Instagram,55,8.010266671,491.12,426.23,800.0,4.670419207,1.877972771,False,False,2400.0,8.14747627,456.02
19,Male,IT,7.312623302,Twitter,59,5.968229057,468.86,489.95,900.0,6.47525072,0.766784198,True,False,1800.0,21.3180957,493.19
55,Male,Health,3.679843943,TikTok,57,9.472711981,459.82,407.24,200.0,6.47082669,1.831349226,False,False,1100.0,14.71225793,361.25
31,Female,IT,3.39141781117192,Facebook,61,8.308537002,240.36,195.2,500.0,7.320056898,2.198953611,False,False,3100.0,8.961322153,202.74
47,Female,IT,2.80056425,Telegram,65,8.633711898,489.67,541.46,400.0,6.76751659,1.176337447,False,False,1200.0,1.06896339,521.47
38,Male,Education,4.152786045,Instagram,65,5.554923925,356.82,324.29,200.0,7.242792691,0.536826324,False,True,1900.0,8.391476359,443.89
30,Male,Student,5.369744813,Facebook,59,6.059340364,291.98,306.7,200.0,6.551857393,0.977360986,False,False,200.0,0.238598495,378.04
22,Female,Unemployed,1.991675972,Facebook,57,1.212510665,445.95,382.59,200.0,8.956908694,1.1021931292763854,True,True,600.0,25.97272678,256.79
38,Male,Education,1.757476493,TikTok,58,10.41091066,685.68,646.8,400.0,5.660088798,1.368480588,False,True,1800.0,14.84175721,787.96
42,Male,Finance,4.938269683,Twitter,63,2.113340802,338.38,234.88,200.0,9.059251463,0.362577725,False,False,2500.0,11.18106104,373.42
24,Female,Education,1.072458724,Telegram,51,8.555745936,899.2,761.87,100.0,6.425156046,0.931100208,False,False,800.0,17.91535819,799.21
29,Male,Unemployed,2.475539195,Facebook,57,5.748307841,489.2,440.52,500.0,4.74588772,1.933328125,True,False,2600.0,10.010308,335.12
64,Male,Unemployed,3.39141781117192,Telegram,54,6.129092342,664.32,537.48,200.0,7.412064539,2.344505418,True,False,2300.0,11.516469934053918,625.23
39,Female,Education,4.591145695,Facebook,74,2.531432166,495.47,377.16,400.0,4.857186833,1.489244294,True,True,1500.0,9.393750055,260.16
46,Female,IT,4.384608865,Telegram,53,8.784648809,423.76,402.02,700.0,4.78024764,0.90474368,True,True,2400.0,12.93766525,433.49
51,Female,Unemployed,4.216653159,Telegram,49,7.384865688,609.73,517.39,400.0,6.671466281,0.922291973,False,False,1700.0,19.76188547,375.52
44,Male,Finance,5.213853978,Facebook,62,4.632508867,826.48,699.35,1000.0,6.505355232,0.498784027,False,False,2800.0,5.890621329,692.2
22,Female,Finance,6.235952784,Twitter,62,7.652667628,277.98,187.54,600.0,6.294615906,0.186396647,False,False,600.0,15.23478995,495.24413818722115
27,Female,IT,3.624893178,TikTok,70,5.885470251,248.27,207.26,800.0,9.674417443,0.401047803,False,True,500.0,19.85302757,197.15
63,Other,IT,3.456617318,Facebook,62,9.147882547,306.14,250.26,800.0,7.440881374,0.989365176,True,False,2500.0,16.90385456,285.72
28,Female,Unemployed,3.373509664,Telegram,67,9.145419493,529.01,384.2,500.0,8.801610234,0.191411335,False,False,700.0,2.372023955,257.07
22,Female,Health,3.39141781117192,TikTok,51,9.121845998,333.56,325.87,700.0,6.390461756,0.317286792,True,False,1300.0,18.44014209,159.87
49,Male,Health,5.825805845,Twitter,58,9.97225316,232.39,130.64,500.0,6.580583861,0.189826731,False,True,1400.0,14.68373147,69.33
28,Male,Student,4.737487902,TikTok,58,7.403611271,631.93,591.07,700.0,5.965869836,1.1021931292763854,False,False,1800.0,15.02122034,754.98
37,Male,Education,0.629640149,Telegram,70,5.931002803,614.6,482.16,1000.0,7.202654013,0.602511189,False,False,2000.0,8.605787587,774.69
65,Female,IT,1.098245201,Instagram,51,6.439082611,662.81,569.82,500.0,8.298647683,0.373523524,False,False,300.0,21.67686493,564.6
48,Male,Health,1.469272613,TikTok,50,7.077852738,547.65,545.03,1000.0,7.065707505,1.968155076,True,False,400.0,13.36572143,511.11
49,Male,Finance,4.327249657,Twitter,60,7.091939596,338.99,294.88,1000.0,4.358975736,0.048237324,False,False,400.0,15.38756491,396.76
40,Male,Unemployed,4.295430774,Telegram,74,11.47772118,355.34,273.47,900.0,6.18212211,2.028836206,True,False,2500.0,6.126370651,222.19
58,Female,Student,1.92867326,Telegram,57,7.247376728,460.72,415.91,100.0,7.834293802,1.637061224,False,True,1300.0,9.183232645,327.25
27,Male,IT,4.358217263,Telegram,66,6.762714739,645.15,617.93,1000.0,6.502405462,0.485729747,True,False,1400.0,14.44505606,738.51
46,Female,Finance,4.850031649,Telegram,54,7.328278674,794.28,734.11,100.0,4.572693514,0.876700016,False,False,2300.0,11.516469934053918,699.02
45,Male,IT,3.961954355,Telegram,62,8.434264375,381.94,269.9,800.0,8.067619513,0.873229482,False,True,1604.3579766536966,3.961799361,247.22
33,Male,Student,5.418719458,Telegram,52,8.620978983,271.59,283.07,500.0,5.520065595,1.887382498,True,False,500.0,11.516469934053918,395.72
52,Male,Health,3.39141781117192,TikTok,71,7.327046858,744.16,682.89,100.0,5.435490382,0.410833345,False,True,2300.0,6.66785644,637.83
41,Male,IT,2.259176627,Telegram,59,6.190709333,655.07,606.9,200.0,6.050369668,1.193784077,False,True,1400.0,0.300939181,536.21
44,Male,Education,1.436788202,Instagram,58,8.618146102,627.51,569.37,400.0,5.229274466,1.228128679,False,False,1800.0,4.611032647,733.81
19,Male,Finance,3.624595509,Facebook,64,8.130880254,757.76,594.07,800.0,7.874093121,1.1021931292763854,True,False,1200.0,9.685417122,594.84
33,Female,IT,0.340448007,TikTok,47,3.978350597,586.35,553.72,1000.0,5.020673032,1.004867736,False,False,2500.0,18.9832222,536.79
48,Female,Health,3.349652351,Twitter,60,6.646833579,619.52,571.22,400.0,6.421352995,0.925551526,False,False,2000.0,4.588409784,508.81
27,Male,Finance,1.972231874,Telegram,54,8.418827488,874.35,740.98,200.0,5.295367647,1.224246874,True,False,400.0,14.95295045,777.6
55,Male,IT,5.835789864,Telegram,66,4.975450614,370.21,322.76,400.0,4.831410673,0.710631948,True,False,2900.0,12.81273115,220.12
32,Male,Student,5.058965095,Facebook,50,10.03545792,346.12,408.91,100.0,8.067243831,0.686066541,True,False,600.0,12.31514467,414.43
27,Male,Finance,5.102345016,TikTok,69,5.930574239,403.37,375.48,500.0,7.516746504,1.578420073,True,False,1600.0,1.93797584,247.14
36,Other,Student,1.4296323,TikTok,51,8.599765035,745.11,719.6,800.0,8.0340449,0.987785592,False,False,1900.0,13.17304255,563.7
47,Female,Health,3.539550867,Facebook,44,5.428566742,716.82,590.68,500.0,7.370072984,0.961216344,False,False,2300.0,6.974669493,728.97
60,Female,IT,3.39141781117192,Telegram,56,4.880684428,734.6,607.48,200.0,6.952565046,1.111749201,False,True,1604.3579766536966,27.81436879,647.6
46,Female,IT,3.877008536,Facebook,71,2.045382027,591.06,576.59,300.0,6.037347066,1.158203471,False,False,1400.0,18.77190371,436.78
23,Female,Unemployed,3.625125113,Facebook,66,8.903465524,858.15,748.9,100.0,7.00120355,1.373568494,False,True,300.0,7.931294754,759.99
63,Male,Unemployed,4.261836977,Telegram,56,7.944511654,639.08,568.05,300.0,6.65942809,0.382396872,False,False,800.0,12.51830264,543.2
44,Female,Student,4.228064819,Facebook,65,7.020888617,498.33,460.45,400.0,3.0,1.1021931292763854,False,False,1200.0,11.08633089,422.46
44,Male,IT,0.318965121,TikTok,67,10.298029,453.99,436.88,300.0,6.966369704,1.450797695,False,False,3100.0,16.61341741,342.17
41,Male,Unemployed,1.149758935,Twitter,63,10.06486076,610.39,518.87,900.0,5.165575525,1.308472912,False,False,800.0,11.516469934053918,782.79
53,Male,Finance,0.385949313,Telegram,55,5.442332509,440.34,447.79,700.0,5.71814001,0.136440417,False,False,500.0,14.24888098,325.3
54,Female,Finance,4.215787254,Telegram,52,6.856861629,416.2,361.93,400.0,6.587778374,1.1021931292763854,False,False,300.0,20.83020308,364.96
65,Other,Finance,4.556063066,Facebook,61,6.899069565,809.76,715.61,800.0,7.130317811,0.242115828,True,True,1400.0,8.62703347,622.96
46,Male,Unemployed,2.561163675,Facebook,55,6.070205203,500.09,523.48,700.0,9.255332008,1.1021931292763854,False,False,2300.0,13.3122967,459.92
21,Female,Finance,1.83290644,Twitter,52,8.067677293,817.82,742.53,700.0,6.852798867,1.970466209,True,True,2600.0,9.892532874,777.62
58,Male,Finance,1.716998748,Telegram,68,5.522916691,263.88,263.28,700.0,4.964785202,0.619113003,False,False,300.0,11.516469934053918,240.2
33,Female,Student,2.25469165,Twitter,69,8.784381729,772.93,660.47,400.0,5.720732704,0.240464549,False,False,1500.0,2.688550382,676.65
47,Other,IT,3.842705223,Twitter,59,2.612231216,449.67,400.06,400.0,7.526444236,1.152664703,True,False,2300.0,11.516469934053918,415.41
50,Male,Unemployed,6.219229385,Facebook,73,6.580049037,311.68,255.05,300.0,4.868258251,0.90433398,False,False,2600.0,11.89603986,359.49
32,Female,Student,2.171615123,Twitter,62,7.387418412,812.02,736.35,1000.0,3.689998395,1.774935385,False,True,800.0,11.94473938,787.4
38,Female,Finance,3.469028698,Twitter,58,5.911341621,821.16,817.39,100.0,5.279620278,0.4286155,True,True,1200.0,31.1723349,939.54
29,Female,Finance,3.586150499,Facebook,57,4.016088969,522.49,448.65,200.0,7.567462823,1.458845486,True,False,1000.0,14.15316513,582.0
55,Female,IT,3.39141781117192,TikTok,58,11.15039029,275.86,307.55,800.0,7.12902857,0.261953952,False,False,2000.0,8.815836424,280.37
48,Male,Unemployed,5.663378196,Facebook,57,9.001809467,570.55,592.59,100.0,5.906031479,1.17520007,False,False,1000.0,11.516469934053918,415.89
60,Female,Health,2.140592509,TikTok,47,5.660984236,287.84,272.63,200.0,6.260823552,1.256888006,False,True,600.0,7.87756556,320.42
43,Female,Health,2.684664693,TikTok,59,5.314649281,551.39,517.56,300.0,6.103262655,0.840465948,True,False,2300.0,21.67044661,597.7
43,Female,Unemployed,1.115457648,Telegram,55,6.581667115,738.62,644.64,200.0,6.312035156,0.242874525,True,True,700.0,27.18571843,479.3
61,Female,Student,2.480195084,TikTok,61,7.669313203,528.93,451.55,1000.0,7.379771914,1.024357126,False,False,1000.0,13.48241715,558.93
37,Male,Finance,4.757207341,Instagram,52,4.014763843,342.25,310.09,1000.0,10.0,1.90338181,True,False,2900.0,16.13546873,320.12
41,Female,Education,4.255839194,Instagram,71,8.241913189,647.72,606.61,700.0,4.261836356,1.651025093,True,False,1700.0,8.611444006,686.31
33,Female,IT,0.016741239,Twitter,59,8.926403782,838.04,753.18,900.0,7.946724814,1.533761601,False,False,200.0,11.44429553,579.16
44,Female,Finance,1.151877385,Facebook,68,5.207556971,407.37,351.07,300.0,4.02503804,1.667408614,True,True,1604.3579766536966,6.969845276,402.99
50,Male,Finance,4.095608071,Instagram,52,8.837920658,249.73,234.11,300.0,4.521535049,0.954840198,False,False,700.0,8.204967112,329.75
28,Male,IT,3.934000297,Telegram,57,6.69835276,527.1,549.55,1000.0,7.060552429,1.1021931292763854,False,True,900.0,6.065744867,537.89
44,Male,Health,13.24302635,Instagram,62,6.759416361,346.86,354.85,900.0,6.283237851,0.50684659,True,False,500.0,12.55009989,348.26
45,Male,IT,5.371180639,Instagram,54,6.909220895,883.77,704.2,1000.0,9.151313613,1.399548221,False,True,1200.0,13.46697061,835.43
26,Male,Student,5.078294954,Telegram,70,7.752712544,527.01,515.35,500.0,7.756793893,1.005471935,False,False,100.0,11.516469934053918,521.59
64,Female,Finance,2.284304023,Instagram,66,5.758998217,273.19,206.06,100.0,7.112318957,1.798435794,True,False,1900.0,11.11687116,159.54
21,Female,IT,4.988805036,Instagram,65,7.126274076,692.91,593.18,800.0,6.862962125,0.734483832,False,False,500.0,6.533174229,671.73
43,Male,Student,3.707469852,Instagram,74,6.130208201,899.57,806.6,200.0,5.352127137,1.20500044,False,False,100.0,11.8578403,939.45
21,Male,Student,1.625185511,Facebook,57,7.315775664,226.88,108.22,300.0,6.749996567,1.048645717,False,False,700.0,19.17546574,55.72
23,Male,IT,5.103651126,Facebook,67,8.732360741,502.46,509.6,400.0,7.202901931,0.776702044,False,False,200.0,11.516469934053918,432.77
33,Female,Unemployed,5.375276859,TikTok,62,10.40169524,719.56,662.98,400.0,5.901893968,0.889745345,False,False,1500.0,11.516469934053918,765.01
60,Female,Health,3.472950238,Instagram,66,7.699731556,445.65,406.86,200.0,5.006659553,1.375779689,True,False,2700.0,11.516469934053918,279.02
23,Other,Student,5.089335148,Instagram,60,7.441223903,224.02,139.47,800.0,4.905726543,0.736034719,True,False,1000.0,19.33513088,248.1
46,Male,Unemployed,1.784592184,TikTok,68,8.410298638,819.2,682.49,300.0,5.368412555,2.450060328,False,False,1800.0,6.596633556,569.72
35,Male,Finance,3.858477564,Instagram,52,2.821782524,679.4,563.71,500.0,6.184743949,0.826607335,False,True,2500.0,8.776917307,492.83
40,Male,Education,1.934296704,Telegram,78,9.83275073,495.3,440.86,1000.0,4.884031674,0.583445781,False,False,3000.0,11.516469934053918,398.25
31,Male,Unemployed,2.982820662,TikTok,51,1.643924469,666.11,650.35,200.0,6.73689936,2.397356378,False,False,2700.0,6.138323649,726.79
27,Female,Finance,3.900619953,Instagram,54,6.596440706,730.72,558.61,400.0,5.543523789,1.289752041,True,False,1000.0,1.065879999,603.68
65,Male,Student,4.388568073,Facebook,62,10.45803115,273.01,261.89,900.0,7.026994252,1.526285737,False,False,1100.0,7.815460731,119.38
18,Female,Student,3.943930131,TikTok,67,8.465277585,275.16,241.33,300.0,6.307045558,0.29049291,False,False,600.0,8.153148589,242.95
32,Male,Unemployed,4.692352099,TikTok,66,8.231326244,467.03,445.58,400.0,4.348428452,1.976006838,False,True,2600.0,14.2559204,480.09
33,Female,Health,2.827319243,Twitter,52,6.114871941,694.51,686.91,200.0,9.787591418,0.509227059,True,True,1200.0,15.0418112,650.45
61,Female,Health,5.073810311,Instagram,58,2.484974581,591.16,514.23,300.0,4.453615947,0.932110342,False,False,900.0,7.037406728,593.34
35,Male,Health,2.938371711,Facebook,61,6.478803552,654.0,566.96,600.0,6.038272323,0.545531542,True,False,400.0,5.351047961,620.13
18,Female,Unemployed,3.39141781117192,TikTok,63,5.070030134,408.51,346.86,400.0,6.25134144,1.048132058,True,False,100.0,15.00523464,288.07
19,Female,Unemployed,4.593132079,Facebook,53,9.806703531,695.27,701.75,100.0,4.967755262,1.1021931292763854,False,False,1200.0,17.35072954,709.41
56,Male,Education,3.153012967,TikTok,65,2.306166393,859.8,770.46,100.0,6.740650102,2.497172971,True,False,2500.0,8.802214702,811.77
50,Female,Student,5.641161013,Telegram,67,8.281964996,249.8,170.56,200.0,7.438998717,1.908664301,True,True,800.0,3.157435259,226.28
35,Female,IT,3.464211511,TikTok,73,7.959696037,586.28,430.68,700.0,8.14707227,1.371209045,False,False,400.0,12.65386224,416.34
19,Female,Health,4.634248217,Twitter,51,8.454595639,449.01,376.96,100.0,8.288669464,0.978866777,False,False,2300.0,0.960676868,274.57
61,Female,Health,4.439325161,TikTok,52,6.526441132,895.1,812.99,600.0,7.003127414,1.435192662,False,False,2100.0,2.018308141,791.37
31,Male,Unemployed,2.162577055,Instagram,46,4.38123523,675.87,626.35,700.0,7.332143403,0.293578312,False,False,2400.0,2.70557132,775.54
65,Female,Student,5.310899514,Instagram,53,5.610568564,558.22,592.79,400.0,9.580269013,0.516072597,False,False,2500.0,4.802634136,634.43
34,Female,Education,1.681609073,Facebook,50,5.081153963,540.08,485.54,600.0,7.596216735,1.370672643,False,True,2900.0,16.21033352,465.55
63,Male,Unemployed,3.475294825,Facebook,50,7.659867762,550.08,512.22,1000.0,6.086000088,0.744713028,False,False,2500.0,19.27647716,475.12
49,Female,Student,7.156117134,Instagram,48,2.636127074,222.05,193.08,800.0,4.694926312,1.356417557,False,False,200.0,12.25989054,102.63
19,Female,Unemployed,6.40280075,Telegram,74,6.36044674,358.01,287.17,1000.0,3.195227543,0.462850204,False,False,1700.0,17.95746448,288.91
58,Female,IT,4.082121731,Telegram,56,5.4833492,531.68,435.91,300.0,7.930573023,0.511469194,True,False,2600.0,17.29606204,297.25
58,Male,Finance,4.207318965,Twitter,61,6.420770783,894.45,709.76,400.0,5.270027925,0.199410919,False,False,2400.0,6.759164757,636.95
26,Male,Unemployed,1.061109216,Telegram,69,5.237531094,309.61,306.83,900.0,6.454532039,1.055730226,True,False,900.0,9.870885381,368.87
47,Male,IT,4.125374276,Facebook,60,2.4004003,497.64,452.74,700.0,4.855056085,1.1021931292763854,False,False,1600.0,15.08227886,499.28
54,Female,Unemployed,3.93427274,Facebook,62,5.557945019,301.94,302.78,300.0,6.087983206,1.309697205,False,True,2300.0,14.76648588,352.72
51,Male,Unemployed,1.973913214,TikTok,52,7.849663821,852.52,794.62,600.0,5.35660829,2.043401921,False,False,1604.3579766536966,19.23200686,764.24
52,Female,Health,2.491375488,Instagram,62,7.26230981,789.14,649.47,800.0,4.83501576,0.964888661,True,False,1500.0,22.03357278,584.92
20,Male,Health,1.085393433,Instagram,60,7.843057346,487.97,457.0,1000.0,4.13956415,1.360194067,True,False,2200.0,8.654771734,411.32
18,Male,Student,6.037399306,Facebook,69,8.069332596,660.22,584.63,700.0,7.197988285,1.1021931292763854,True,False,500.0,8.987341998,613.49
46,Female,Health,3.553315842,TikTok,51,5.611046863,341.55,350.98,800.0,6.84671683,0.300760115,False,False,1500.0,8.682724005,436.25
26,Other,Finance,2.61857621,TikTok,61,2.042679125,646.94,541.7,200.0,3.0,1.345142277,False,False,1900.0,12.04907474,503.89
46,Female,Finance,5.366802672,Facebook,71,7.038179563,404.98,296.84,900.0,7.585650368,0.684793481,False,False,700.0,9.770460061,145.95
60,Male,Health,4.077755343,Instagram,58,10.06202247,380.98,292.67,500.0,3.815711121,1.1021931292763854,False,False,1200.0,10.46473767,147.95
50,Male,Health,6.671600106,Twitter,66,9.10055414,809.93,718.11,200.0,6.499439304,1.489099929,False,False,1300.0,0.690260127,881.38
57,Male,Unemployed,3.971659101,Telegram,55,4.649900492,741.35,699.38,900.0,5.436057948,0.015331814,True,False,100.0,27.32178494,731.68
62,Male,Student,5.09860174,Facebook,66,8.497794528,435.52,364.76,200.0,5.826094517,0.664612471,False,False,1600.0,3.443924578,244.46
20,Female,Education,1.61264728,Telegram,66,5.442786265,485.42,453.67,900.0,6.651102024,0.580568204,False,False,600.0,8.382578483,488.12
50,Male,Student,1.703764542,Instagram,65,7.794406649,459.49,498.43,900.0,5.813606545,1.7913802,True,False,2300.0,6.210873556,432.44
27,Female,Finance,0.656469102,Facebook,59,7.227917732,648.35,572.86,600.0,5.877975974,0.062159692,False,False,2600.0,3.799135201,700.51
30,Female,IT,5.659183656,Instagram,62,4.231406091,287.09,276.98,900.0,7.188026841,1.1021931292763854,False,False,600.0,1.532381532,291.84
53,Female,IT,1.694971096,Facebook,68,5.626850929,521.9,446.03,900.0,6.810140462,1.448590978,True,False,2800.0,7.180943506,446.15
27,Male,IT,3.39141781117192,Facebook,59,10.13743559,200.95,191.87,700.0,5.196209964,1.22132436,False,False,3000.0,6.424751191,67.28
32,Male,Education,1.496207998,Facebook,53,5.277465993,624.72,574.29,200.0,9.547754024,1.346856942,False,False,1500.0,11.516469934053918,809.04
27,Female,Education,0.398229046,TikTok,58,3.174110158,784.24,733.42,200.0,4.705303657,0.783075239,True,False,800.0,11.516469934053918,813.4
34,Female,Education,6.108592818,Instagram,66,8.370833557,888.39,814.19,600.0,6.024369566,1.6849558,True,False,1600.0,1.371927695,871.02
65,Female,IT,4.572247391,TikTok,74,4.692058302,222.47,311.36,200.0,6.36287973,0.839925237,False,False,2100.0,11.516469934053918,322.33
18,Female,Unemployed,3.592640278,TikTok,62,3.313477086,730.64,611.76,600.0,7.400248717,1.890518715,True,False,700.0,13.42923814,567.58
46,Female,Student,3.39141781117192,Facebook,57,5.089332787,750.06,694.23,1000.0,8.38151763,1.663100653,True,False,1300.0,11.516469934053918,805.96
27,Female,Health,2.54214571,TikTok,66,10.29168272,285.61,159.27,400.0,5.840306289,1.1021931292763854,True,False,100.0,10.25579933,173.11
61,Male,Health,6.789832829,Facebook,52,7.758971986,263.17,311.28,500.0,8.305110097,2.221571748,False,False,1600.0,14.07504323,284.03
59,Female,Finance,2.713714571,TikTok,52,9.293427693,813.62,770.22,300.0,6.221169309,1.264699507,False,False,1604.3579766536966,8.547444692,788.87
20,Male,Unemployed,4.297764311,TikTok,36,9.984986885,680.27,521.92,500.0,5.835340504,1.797378857,False,False,1200.0,11.516469934053918,418.78
27,Male,Health,2.623080426,Twitter,67,9.95070546,660.68,639.66,600.0,8.735831061,1.66944761,True,False,300.0,10.11388967,702.11
51,Male,Unemployed,6.149855485,Instagram,64,9.519390668,747.17,614.77,500.0,4.196993318,1.284655398,False,True,2700.0,18.81575219,677.81
27,Female,IT,2.957482356,Twitter,66,6.678907718,357.19,329.87,1000.0,4.261015192,2.377439574,False,False,900.0,11.516469934053918,336.07
40,Male,Health,0.600993419,Telegram,58,5.254727806,518.47,509.04,200.0,3.840417148,1.320257082,True,False,2600.0,8.964259258,711.54
40,Male,Finance,3.922428632,Facebook,71,7.128486652,528.09,470.2,200.0,5.552431295,0.255484534,True,False,1500.0,16.7618366,383.02
18,Female,Education,2.505819823,Twitter,57,9.726047496,829.25,715.66,800.0,4.778981032,1.1021931292763854,False,False,200.0,7.984926284,699.61
23,Male,Health,3.39141781117192,TikTok,69,7.893574316,508.79,451.55,100.0,6.345037445,0.252075906,False,True,2900.0,11.516469934053918,532.74
27,Female,Health,4.901927522,TikTok,60,5.808701589,244.02,182.18,900.0,5.746066746,0.653930685,False,False,2400.0,16.32962957,297.62
26,Male,Education,4.086371491,Twitter,61,10.2049618,789.47,743.6,300.0,8.395174853,1.281778553,True,False,200.0,4.686833502,814.23
27,Female,IT,3.598040327,Instagram,66,9.433478885,278.29,213.9,1000.0,6.883714376,1.410260805,True,False,1900.0,11.516469934053918,355.63
37,Female,Student,3.092373253,Instagram,61,4.812713473,850.85,752.56,600.0,6.249558433,0.396364995,False,False,2600.0,11.516469934053918,695.05
63,Male,IT,1.69563923,Facebook,54,8.253065123,868.08,680.99,200.0,6.103541747,1.075863098,False,False,2400.0,0.096381894,722.63
37,Male,Education,5.754586082,Facebook,71,8.500682952,706.46,650.76,500.0,5.805790262,0.15494672,True,False,2700.0,11.516469934053918,587.36
18,Male,Unemployed,3.491817313,Facebook,50,10.15833688,879.3,790.66,400.0,5.502340433,2.180451539,False,True,2900.0,7.22680585,840.19
39,Male,Health,5.079219744,Twitter,62,6.050915626,296.47,332.54,400.0,6.278773754,1.1021931292763854,True,False,300.0,6.869468616,183.95
63,Male,Student,5.841859507,TikTok,67,10.96821367,279.05,249.54,100.0,5.031297265,1.457861212,False,False,2500.0,3.673260434,352.45
26,Female,IT,4.178420979,Twitter,48,10.52208841,479.97,384.52,1000.0,6.670682969,2.673223166,False,False,200.0,11.89437015,496.03
36,Male,Student,2.18628253,TikTok,68,4.813522787,307.24,231.2,700.0,7.498505032,1.1021931292763854,True,False,2500.0,2.32278499,371.06
22,Male,Unemployed,3.649802498,TikTok,54,5.287672899,550.41,586.68,100.0,7.066520304,1.049239506,False,False,2200.0,18.41348913,624.37
31,Female,Finance,5.150875331,Telegram,48,8.103202461,684.59,690.56,900.0,6.166863565,0.7410645,True,False,1300.0,11.516469934053918,732.25
26,Female,Education,3.39141781117192,Twitter,61,5.6551682,797.48,734.13,700.0,7.067586281,0.726030687,False,True,1604.3579766536966,2.288893422,733.13
